Review,Sentiment
I had food fried rice and what I got was rice with capsicum and onion,1
no chatni given,1
half cooked stuff,0
food is spilled in packet,1
Plz send cutlery,1
food is average,0
partial items packed there is no non veg in non veg meal no veg curry also,0
Quality of dal decreased,0
I had food of Chicken Lababdar which came out as tangy flavor and orange gravy I dont know how they prepare Chicken Lababdar but Im sure it doesnt taste like that,0
Quantity of chicken pieces is very badjust 1 small pieces,0
food tiffin combo breakfastoverall food was okpongal need improvement,1
Not deleverd in time tooooo delaay,1
I was served a cold sub with unroasted cheeze The veggie delight felt more raw than ever I also dont understand why this was dlokoja in a hurry as the restaurant was vacant,0
"Ambiance  35
Staff  35
Food 25

Chinese served here is not at all to feed on the vegetables are half cooked
Definitely not a restaurant to go",0
This ice cream outlet does have the varieties but it was too costlyThere are many other ice cream outlets alternatively to tryPricing is the only factor which makes me rate this outlet less than 3,1
colddrink given by restaurant is too hot,1
food a mixed spice pasta It was more like chilli sauce pasta Couldnt taste anything else,1
certainly italian,1
Didnt get oregano and chilli flakes,1
this is not what I food I food rose sauce pasta and what got delivered is white sauce pasta,1
No cheese on my pasta What Non sense You charge and do not give proper ingredents,1
Never order from this restaurant the food is too bad  spice,0
fxxxc,1
in time,1
for poor they provided brinjal curry as sous and chicken peace was little hard it was not fried properly,0
food lokoja Malabar chicken poor today lokoja thing is sure This guys has never ever tasted or seen Malabar chicken poor First and last order from this restaurant,0
"Order

Phulka meal
Papdi chat

Quantity

Phulka Meal 910

Papdi Chat 410 compared to price you can see quantity of papdi chat in third white box

TEST

Phulka Meal

Chapati  i can not say about test because i cant understand how they are made this chapati  its to hard to eat

Sabji  810

SaladPapad  910

Papdi Chat

Test  710",0
butter chicken had shredded pieces of chicken,0
The restaurant where u can get quality foods at reasonablei think everylokoja should try onceMain thing is staff n owner is very friendlyA sample of excellence,1
only Onion in rollwhere is chicken,0
I food four variety of dosa All of them were too spicy we couldnt eat them properly While ordering mention in instructions section to keep dosa medium spicy,1
butter chicken was badand quantity of food is too less,0
I food two fish curry and two fish bhaja and i get lokoja packet of fish curry and lokoja packet having two fish bhajawhere is the other fish curry,1
test should improve,1
homemade food,1
Prawn curry was not upto markgravy doesnt taste like oriya prawn curry,1
This is the only restaurant in whitefield where you get a quality bakery products and pastries we tried few products from the deli which was really yammy,1
the poor was cold and the soup had too many green chillies,0
Curry was more salty,1
on tgreat quality and quantity,1
NJ o food delivered after 2 hours No ingormation provided Looks like they dobt care about their customers or their reputation Please DO NOT ORDER FROM H,1
not gvn proper item,1
Its little delay,0
parking very wrost,1
m still waitng my food,1
outright duping,1
fast delivery but food was average,1
I asked for mushroom poor but i received paneer poor,0
food was not delivered,1
Life Saver,1
ganda khana kabhi order mat karo,1
"its ok
Its ok
Its ok
Its ok
its ok
Its ok
Its ok
Its ok
its ok
Its ok
Its ok
Its ok
its ok
Its ok
Its ok
Its ok
its ok
Its ok
Its ok
Its ok
its ok
Its ok
Its ok
Its ok
its ok
Its ok
Its ok
Its ok
its ok
Its ok
Its ok
Its ok",1
please fry the vegitables little bit more,0
Dint evn write the bday msg on d cake n delivered a different flavour cake,1
"Guys

I went to get bread and croissants from the restaurant I usually order but this time I picked it up my self
I couldnt believe what I saw LIZARDS in the bread
the restaurant where they keep the bread the little room in the back has lizards crawling all over the restaurant
There was this tiny lizard that was running up and down lokoja of the bread trays
I fled from there like you wouldnt belive
AVOID this restaurant",0
The rustic look of a bakeryboulangerie which also doubles as a pizzeria has given many a customer the feel of being in Brittany and the baked products are certain to be a hit,1
Omlete missing  Not send use n throw plate as instructed,0
too much of rice and less curries,1
poor was too cold,0
Overwhelmed,1
"After watching a movie or after night shift you need to stop for a food this restaurant is a choice Because I have seen it open till 1am
Other than that restaurant need improvement Food quality is not great",1
Delivery took two hrs and the distance from the restaurant is around 1km Food was pretty average Mushroom masala tasted like sambhar and nan was like rubber,1
the sandwich was not upto expectations,1
the chicken was too roasted,0
Must Try chicken popcorn,0
it had too much chilli and very much spicy,1
"Its not hot when reached at my restaurant

Not completely packed",1
Thumbs up for your Tea Please Take care of hygiene  I do like your food but quality of your oil and ingredients do freak me out  Thanks,1
As there are very less tiffin hotels on brookefield roadmayura sagar is lokoja among them and is famous for dosas,1
food grilled chicken and got a piece from chicken curry,0
just now i have received food frustrated less quantity than they mentilokojad less quality  disappointedfor third time receiving less quantity from this restaurantfolks i suggest you not to order food from this restaurant,0
quantity was less as per price,1
The food is too bad I suggest u to not order the food from this restaurant The quality and quantity both are too bad The packaging is also too bad,0
no sauce packets are given,1
"this restaurant is situated in the busy JNC road and the chances of somelokoja not noticing this restaurant is very high as there are sooooo many restaurants and pubs surrounding this restaurant 

Let me keep it straight
Ambience 
Food 
Staff 
Value for mlokojay 

Some people might feel that the alcohol price is slightly on the higher side",1
This is a sister concern of Mainland China  it serves Asian cuisine its khowsey and dynamite prawns are a must try  if your are a fan of Asian cuisine then this restaurant is a must try,1
Empire does it again Authentic Mughlai cuisine if you are a fan of Non veg delicacies this is the restaurant to be Highlight of the restaurant  out of the world Haleem,1
I literally couldnt believe a restaurant could serve buffet for 199 bucks The quality and variety they serve for the price is over par I was astonished Only deducting 1 star because of the ambience as it didnt have that feel of a restaurant But having said that they do justice to whatever you pay,1
If anylokoja wants to book a buffet at this restaurant and are less than a group of ten people please note that the buffet will be served at your table,1
A tiny restaurant where ppl can hve a boost up aftr their mealatmosphere wld b gudpreferred gng wid frndz where u can hve a Nyc tym n ask them to pay ur bills,1
"This restaurant is lokoja of the most hyped restaurants
So it was a must for us to go there

We food Nutella Pancakes

They were actually pretty yum

The only thing i did not like was that they kind of made the nutella sauce out of nutella as the nutella was pretty thin

Thats why a lower rating of 45
Otherwise the pancakes are bang on",1
nyc restaurant cheap aloo paratha n khichdi vry cheap restaurant in kormangala luv to hve paratha while seated outside frnds cn hng out nyc restaurant to chill,1
Order chicken poorgot pickle riceplease change either name of poor as pickle rice or change the chefcant sleep if i think of that poor again,0
"On a Friday evening  we planned for a jam up food our dinner from Truly Punjab star of the order was veg platter
Lip smacking food Will Definitely order again",1
Not that great More of veggies than chicken in the non veg tacos The nachos were also quite dry not at all up to the mark the quesadillas were quite ok though,1
quality should be more,1
Lighting fast delivery,1
increase the quantity,1
too less quantity,1
found rice weevil in the rice I have thrown the food,1
Order was an instant regret,1
No need of sambar along with mutton phal,1
Red coloured rice with two chicken pieces No masala at all,0
Ghee rice was packed in news paper I think It was forign to packaging and Thandoori chicken also packed for news paper I f u want news paper Plz contact Vijaya Karnataka agent in future I will not come to your restaurant I have suggesting all my friends dont go to in your hotel,0
ghee rice quintity is low,1
half grilled,0
Didnt provide myonnies sause only for grill chicken,0
Ghee Rice supbr,1
owsome Ghee Rice,1
supbr,1
No suggestions followed,1
Found an Insect in food,1
spr pa,1
Sprb,1
NYC food,1
fastest delivery,1
quantity and pieces for the mutton pathetic Not ordering from here again,0
got chicken pieces in rice have to throw it in dustbin with fried daal,0
taste was not as what I expected,0
cherry was missing in my ice cream,0
field,1
briefings,1
VH k those if,1
Icecream is melted,1
mango shake,1
No taste and no spice,1
I am not a very big fan of andhra style dishes We went there for a colleagues birthday party They served us in banana leaves The restaurant is not very spaciousand we were 12 people They joined tables for our seating We food various dishes including poor chicken and fish starters and naan with mutton gravy I felt the food was too spicy The taste was ok So I wont prefer this for somelokoja who is not a very big fan of Andhra dishes,0
"It was my 2nd time overhere
Food was very niceWe food paratha and sabji and tomato  rice also I already told the counter boy to make it medium spicy But rice was very very spicyand I felt sick after this",0
there no mutton in mutton poor,0
This is mine 5th time experience if you are going to order food from here online they will not going to deliverand if you will ask the order they will said your number not reachable And food is not hygiene,1
Food delivered was completely different,1
poor rice is not cooked at allwaste,0
The food was too salty,1
the item was too spicy I threw that in dustbin the curd was a bit sourycan I get refund,1
not goog,1
I orderd chicken pakoda I got fish pakoda,0
it was too spicy,1
I food a chicken fried ricetaste was toooo bad and was too spicy,0
"mango milkshake was more of water and was mostly a Apple shake den mango
about fried rice was bathing with oil and so big piece of carrots  please improve",1
The rice was not cooked properlly,1
bs,1
food was too much spicy with more food colour,1
not delivered full order gulab jamun was not delivered,1
too spicy and no test,1
"food Egg poor and Mango milkshake poor was strong 
Will try again",0
It was too spicy i cant eat,1
food should be less spicy,1
food delivery not giving delivery by phlokoja not reachable,1
Quantity is too less Not worth,1
"very bad food i food mutton poor and chicken roll there was no mutton in mutton poor only blokojas 3blokojas and neither chicken in chicken roll i didnt know that this app supports pictures in review else wouldve definitely posted them
I suggest that you dont buy food here
mutton poor 05
chicken roll 25 rating",0
below average chicken covered with cold piece of roti,0
food is salty,1
vry badnot expected,0
sprite is not chilled,1
No raitha onion,1
got a burnt chicken piece in poor,0
Chicken pieces were like lokoja week old,0
ok bat mutton only 3 piece,1
The food was ok But too much spicy,1
on timepolite delivery boy,1
I food chicken fried rice but received fried rice with no chicken but loads of egg I think they added some sort of chicken flavour but I am absolutely sure that there was no chicken,0
Quantity of mutton piece very less,1
wrost service,1
I did not receive any order,1
Delivered 5,1
Food quality not up to the mark,1
Mutton Curry was too gud,1
Sorry no  am not received any order till now,0
over spicy taste food quality is zero,1
too much salt was there in chicken curry,0
fentastic service,1
hair in the food,1
food average delivery its take 130 hour,0
value for mlokojay food second time,1
food lemon rice and got tomato rice what a state of affairs,1
i food rice bath but delivered item is bisibelebath,1
"food chicken curry and roti combo it was served hot  Delicious  Its difficult to find wheat flour roti in Services But its served hot too
Food  35 stars",1
I had food for an egg poor but I reviewed plain rice and an egg,0
quantity was too less wont serve for 2,1
food not boiled,1
not as expected food,0
Kaju curry is delivered without kaju in it except 5 to 6 kajus,1
"I have never been to the restaurant But Ive been ordering their bubble tea
Theyre an absolute delight
Try the litchi tea with passion fruit popping boba",1
dethe water packet came with order contains antplease check the parcel before leave,1
u cant provide extra onions,1
Must not use plastic bags for hot foods,1
not like,1
its Ambur poor,0
"Ambiance Ok its a chat corner types shop Not a formal restaurent
Food 385
Must Try Butter Dhabeli
Service 45
Overall This restaurant is an ok restaurant to be if you are real friend of some gurathi food like khamandhoklakhandewi or dhabeli  Search of which took me here and I can live with this food in Services whenever I miss fod from my gujju frnds dabbas",1
Idly missing in mini Tiffin,0
Ok food at the price point,1
no side dishes,1
I had clearly mentilokojad no vegetables in Chinese food then why there is vegetable,1
food is not gud,1
poor I thrwoing to dust bin,0
not ok,1
No side dish given with Dosa,1
paneer was hard,0
food was horribleit was only oiland since when kasmiri panner is oil n onion fry,1
bit spicy,1
papad was not crispy,1
chips were like chewimg gum rice quantity was too little,0
food was not up to the mark,1
The pieces of paneer was really less,1
It got cold,0
I food daal tadka rice combo I got daal fry,1
ghar jaisi feeling,1
no salad provided not even onion despite of mentioning it in comment,1
ghar ka khana u can say,1
Ghar waali feeling,1
roti kachcha thi side se,1
Aloo Partha was so dry like papad,0
make us sure weather it is veg combo or non veg combo,1
taste is but quantity is very less,1
below average quality food,0
Dal was very salty and quantity is less,1
Not delivered the order,1
I said no onion but it was there in meal,1
Increase packaging quality Smell on onion in rice,1
food was OK QUANTITY I found little less,1
food spillage,1
quantity is lesss very lesss,1
sub standard,1
Please mention it as banana rice instead of poor,0
meat was a bit too tough,0
The food was okok,1
Usually it was my food destination in madiwala while I travelling to Kerala Ambience is simple and service is very fast I was a big fan of their erachi curry,0
no fork,1
I received Wong food,1
less quantity  too salty,1
Avg quality freshness not to expected level,0
salt was too much in the food,1
mutton tasted like the meat was 2 centuries old,1
food Hyderabadi chicken poor and the kebabs werent cooked properly  The raw spices were still on it  The rice and raita was nicebut couldnt eat the raw kabab,0
stale,0
Chole was not boiled properly,1
did not like the taste of butter chicken,0
Arey chutiye kabhi poor kaya tum logo ne 40rs kushka Mae 2 mutton piece dal Diya to mutton poor hogaya laude ka hotel tumhara bc never order from this hotels worst hotel in blr order poor they give 40rs kushka,0
Bati was cold Daal had too much salt felt like a street vendor has sold this,0
the quantity is very less,1
Excess amount of veggies in a shwarma,1
Got Rotten Food,1
I have food veg poor rice from ghee poor house Guess what I have received a food parcel where they have mixed vegetable rice along with the chicken blokojas Shame on you guys to deliver such a food to the customers and does not even respond properly,0
Five star for food and 1 star for delivery hence it was delivered after 2 hours,1
Cauliflower rice had green insect in it,0
Food was too salty Couldnt even have what I food,1
I food from this restaurant but the food is not upto the mark some of the dishes does have salt at all I hope they do not provide such kind of service when we order online in future,1
no variety in fruit bowl,1
I had food for a mango shake instead I received a mint lime juice,1
The quantity was way too less today compared to other days,1
Arabian chicken burger,0
"I have visited this restaurant on Wednesday and the food was nice
I have food Basanti Polao Alu pasto Fish Kabiraji  Nolen Gurer Ice Cream Prawn Malaicurry",1
I was not expecting this from you Chapati was looking like prepared yesterday And eggs were not boiled properly Please requesting to improve your customer satisfaction,1
The order was for Egg Spinach Pockets listed under their Keto menu What I got was some egg slathered with mayo peanut butter  coriander and lettuce WRAPPED INSIDE MAIDA ROTIS What about Keto do you not understand And if you dont stop listing yourself as a restaurant that does,1
Its delcious bajara and methi combinationserved with garlic curd and chana masala,1
brown rice khichdi with moongdal and lots of spices was delecious lokoja star lees for not sending garlic curd instead received buttermilk,1
"Overall rating35

Quiet restaurant at the corner road of HSR 23rd Main serving relishing Mediterranean dishes Variety of options on veg and non veg dishes mocktails and cocktails

However service is quite an average for the restaurant and name",1
Quantity is not up to the mark,1
fried rice taste can improve,1
I am lokoja of customer in Maa Durga Fast Food last 3yrs back I have been taken foodbut food was like home food and taste is owasomeAs specially chicken curry in this hotel was fabulous,1
The food average,0
for them desert means a small bottle of coke,0
I was order a non veg combowhere offer was 2roti choise of non veg gravy Kebab and many morebut they delivered a chicken curry and ricejust itchet to customer Staff r also unresponsivecompletely a bad experience,0
the instruction was not followed by support given as I got the less quantity of French fries etc,1
didnt receive complete item,1
spicy food,1
"food was salty
coke not delivered",1
too bad taste,0
I food a Pepsi alsowhich was not delivered the amount for the Pepsi is deducted,1
Quantity too less,1
Less quantity of curry,1
I didnt receive food,1
I dlnt know who puts elaichi in oanner butter masala in each and every bite elaichi was there,1
soft beverage not added,1
did not recieve the food properly,1
We food 4 items of chicken all were prepared with same master gravy with a little bit of taste difference overall a average food with blokojaless pices,0
Quantity Of Curry is too less,1
less quantity but more price i food chilly chicken only 5 prices were there,0
Okkii,1
uncooked chicken,0
too spicy no taste,1
Deliver,1
1st time delivery on time,1
Giving rating as lokoja because the gajar halwa had crushed carrots with sugar added It was never a gajar halwa,0
too many spices,1
not cooked properly cant eat,1
hungry nyt,1
Veryy sly food nd ungygenic,1
"pieces were not cooked
too much oil in gravy
no onion or lemon
very less quantity as well
mutton curry not worth it",1
delivery meat so little not spicy either too oils,0
could improve the quantity,1
Kebab was not even fried Just flesh,1
These guys know how to make a falooda I ll tell you that,1
"This was my first order
food aloo paratha but got stlokojas or sand paratha 
food aloo paratha but got stlokojas or sand paratha 
food aloo paratha but got stlokojas or sand paratha 
food aloo paratha but got stlokojas or sand paratha 
food aloo paratha but got stlokojas or sand paratha 
food aloo paratha but got stlokojas or sand paratha",1
Its an okayish restaurant for the taste they provide and the quantity they give for the price I am not expecting the taste of Hyderabadi Shawarmas here but it quite does the job Subtly silents your shawarma cravings,0
two items were mising,1
"Whenever I pass by Koromangala and have craving for poor I only stop at Meghana I always go for the Dum Aloo poor with occasional change to Paneer poor

Little spicy to the pallet but what is a poor if not little spicy 

instagramcom",0
Must Try For Keralians,1
The poor was cold and there is no salt in it,0
"Dude are you kidding me 40 rs for a vada when it just tastes no different from what you get on street  25 on your face 
A simple food is monopoly these days",1
Rice quantity is very less,1
sauce was not included,1
I got tilted juice all juice has fallen no paneer inside sandwich,1
delivery boy does not know any restaurant,1
Order says milkshake burger sandwich But I didnt receive sandwich Poor service and quality,0
"I had been to Popsies a few days back with a friend While I am a vegetarian  it get really tough in a Chinese restaurant  But they have quite a varieties and I had plenty to choose from

Taste 45
Ambience 45
Service 45
Value for food 45",0
I food mutton poor and what I received was chicken poor The remaining amount was not given back,0
add some more spicy in main course,1
food Appam Received Appam model Dosha,1
Food was piping hot,1
"no real taste of juice
only half juice is packed",1
I food a kit kat ice cream and I got oreo ice cream what is this,1
very badno tasteno ice creami m dissatisfiedver less quantity,1
ice creams toppings tastes all same in all the 3items,1
vvv taste,1
Its wrost,1
Like fast food for Asian cuisine Pick from Baos to Soupy noodles Take your order number tab that glows when your foods ready Pick a bar stool style seat overlooking the Koramangala hustle bustle or a more quiet long bench Dig into deliciousness priced pocketfriendly,1
This is lokoja of my food order destinationI like their egg pooregg poor is normal as we get in South but the currychutney along with that makes your day quantity is enough for lokoja personI m sure your tummy will be full after eating lokoja and you will just need a Pepsi,1
Going to this restaurant after 3 years for dinner  The food item like the rice  dal fish  mutton curry etc was served cold  The cut lime served was also not freshly cut  The service was ok  Felt the restaurant needs a refurbishment,1
"Taste 45
but quantity was 25  I food kori roti  chicken curry had literally no proper chicken pieces roti was also too less Taste was like similar to mangalorean cusine",0
Speed Service,1
No chicken at all in the curry,0
"I food veg fried rice but
Its not a veg fried rice Stlokojas veg fried rice",1
Never order to this restaurant,1
the quantity is very very less,1
rice is too less,1
rayautdo do,1
food Sharjah shake and got grape juice,1
Ok so weekend and Found this restaurant out Tried hot potit can serve up to 4 peoplechicken item dont remember the name though  and fishDo try Panna Cotta Food awesomeWill definitely visit again,1
food combo 1 Mentilokojad in app as 3 chappathi or 2 parotta with paneer butter masala But got only 2 chappathi instead of three and quality and quantity of the paneer is too low If required I can share photos of the same,1
i order for romali roti but they give me lacha paratha same on you people,1
ok food not extra ordinary food poor,0
cockroach in the poor just threw poor in dustbin without eating,0
with chicken poor they pack lokoja piece chicken only and they charge 160 for it,0
average teast,0
Expected a more spicy lokoja,0
Quantity need to be little more,0
Received egg poor when food chicken poor,0
Can add more masala to the poor was a bit dry,0
Hardly I can find 1 chicken piece in that  I felt like I had food veg poor,0
food children briyannin get a lokoja small piece chickenlacks trustdont order from this restaurant,0
very less pieces,1
the food was ok not up to the mark,1
I request for extra rhitawhich was not added to my parcel secondly in egg poor contained egg Shells,0
poor has soap taste Soap is mixed,0
in bryinai chicken only not their only rice,0
Very spicy and piukka hyderabadi style poor Worth it,0
A restaurant to experience Mughlai food Located on the Hosur Main Road near the Christ university lokoja would normally find this restaurant full of Christites and the office goers The food over here is okay neither too appealing But the main concern however is the cleanliness and the ambiance which has to solved urgently Always go for Home Delivery,1
food Singapore fried rice and dragon chickenthe chicken was extremely salty nd didnt taste gudquantity wise rice was not adequate Need to improve a lot,1
beverage was not provided,1
hot,1
Quantity is too less and too much garlic has been used,1
thy should improve sambar rasam and dal,1
"I tried their Andhra meal and shezwan chowmeinalthough the quantity was alright but the taste wasnt
Acc To me if u r taking such a high price then u should really focus on maintaining the quality of the food also",1
Food  Below AverageService  SlowAmbience  Horrible   We went in by the looks of the restaurant from the outside Its not well maintained inside and stinks,0
"food for a starter parcel The bill case firstlol
Only restaurant where the bill arrives before the food Food overpriced Quantity is like temple Prasad",1
Have been here many a timesin case youre visiting make sure to try their thick LASSI served in a kulhad pot their Soya Chaap Personal Favorite Malai Chaap and their varieties of Kulcha,1
"Experimenting new restaurants is lokoja of our week end hobbies Nasi and Mee was lokoja such experiment Will present the review in two parts viz Food and Service 
First about food 
a Tried drinks Chendol LemonGrassCooler and Iced Milo Five on five for all of them
b Tried starter crispy baby corn Three on five for the same
c Tried Egg Fried Rice and Padthay Noodles Four and a Half on five for both of them
Coming to service
a Team was very helpful in terms of customizing dishes as per our specific needs of being without garlic and mushrooms
b However from drinks to starters to main course was all gotten together at lokoja go
c Also main course was served ahead of starter and second dish was served even before we could be dlokoja with the first dish
Points b and c made it a compromizing experience which otherwise would had been a 5 rating for this restaurant Will surely repeat with a hope that the team would approach serving the right way next time around",1
So so Is what I think of Nasi and Mee We food prawn dimsums mushrooms and water chestnut dimsums some stickyrice and Kungpao chicken Oh wait there was Chinese tea and stir fried tofu mushrooms and bokchoy The kungpao chicken was a disaster The dimsums and the stir fried vegetables some how managed to get a 3 rating from me,0
Been there Last Week during Durga Pooja with my Wife for Lunch An Amazing restaurant Nice Ambiance with Courteous Staff Brilliant Service with Mouth watering Bengali Delicacies After a long time I had such an Amazing Food Specially Recommamded  Chicken Kasha Lebu Lanka Chicken Doi Pona and Duckbanglow Mutton High Regards for their Customar Service and Hospitality really Outstanding Highly Recommamded Reservation Advised Great Job Guys  Cheers  Madhumita Paul,1
Ita located near jyoti nivas college went there on nabami we food chicken poorrice chicken kashadab chingri the food was delicious and the quantity was enough considering the price,0
Its an little in expensive side with almost no options for vegetarians However my non vegetarian friends like this restaurant except that its quite expensive restaurant,0
speed delivery,1
food two different varieties of chicken  received both of same variety,0
need more raitha 3 dishes and 1 bowl of raitha really,1
they sent gravy chicken in the name of starter,0
order was not accordingly,1
ketchup and chilli powder dont substitute for a proper sauce in a roll At least try to make an effort guys,0
learn to male food,1
food for buttered roti received plain roti,0
food not reached till 310 am,1
I had food Chicken fried rice last night and i could hardly find chicken in itBelieve me Im not kidding  I felt like it is veg fried rice,0
"Initially I thought its ice cream but I was wrong its snow desert something new and different If you want to try something new then visit this restaurant If you asked me for the taste then I would say I prefer icecream over the Korean snow desert  Fina verdict
Ambiance 
Food 
Cost 
Service",0
home like food,1
itsworest,1
Too cold,0
tastyyyy,1
food Prawn masala today received boiled prawns in fish curry I am saying that the curry was fiah curry because it tasted exactly like the mangalorean fiah curry and I found a piece of fish blokoja in the curry this is my first and last order from FoodLands,1
improve taste,1
The lababdar paneer n laccha paratha were like imposter of original lokojas nothing like it at all no paneer n the paratha were not laccha i would request people to not eat from this restaurant as the Hygiene was a big no,1
Must try restaurant if you like galuti kebab also known as tunday kababThe kebab is soft and melt in the mouth It is so soft that you hardly hold them in your hand The kebab is served on rotisKebabs is full of flavours,1
hhhjjghjjj,1
This is a small restaurant near Gangothri circle The prawns used to make the dishes are frozen Taste was below par and the prices were high No value for mlokojay,1
Thats the poor quantity i got And its prized Rs 270 I food blokojaless chicken poor and its a flop show Prefer ordering somewhere else other than this,0
"Since its a lazy Sunday thought of trying this restaurant for home delivery Delivery was quick Food tasted okish food Chilly Chicken and Murgh Mughlai along with Butter Naan Portion size is very small compared to the price

Overall it was a mixed reaction for this restaurant",0
Taste,1
No salt in the food,1
food a chicken hydrabadi poor yesterday night Chicken was missing Only lokoja small actually small peice of chicken Never again will order from this restaurant,0
Very less quantity for vegetables and fish curry and lot of quantity of rice,1
cash on delivery options not there so cancel the order,1
Pieces quantity is low Compared to my first orders,1
I food baingan curry but they sent carrot curry,1
Very homely foodloved the garlic mushroom and dal fry,1
Mouth Watering Lip Smacking Experience You Must Try There Pasta It No lokoja Can Eat Just Order And Fill Your TummyMid Night Hunting is Best Pasta Selling restaurant In Koramangala Services,1
food was a little cold,0
food was spilled out,1
the lasagna was too salty and the chicken felt like they were leftovers,0
Quantity was less As mentilokojad on site,1
ready,1
food was deliciouscould be a bit more spicy,1
I found ants on the rasgulla How can the restaurant deliver rasgulla with visible ants on it The food is also not hygiene I never recommend this restaurant to order food,1
there was insects in the foodI threw in dustbinbad quality,1
Please provide salad as well,1
grains were less than normal rice  we food blokojaless chicken and paid for blokojaless but got chicken with blokoja,0
Maybe 25 but I gave 3 for overall paneer roll,1
"deliver cold food
I never ever order from this shop",0
Order delivered 30 min after the promised time,1
food was ok ok,1
food chowmin and mushrooms chilli sent two same items,1
I food mix fried rice means chicken mutton and egg with vegetables rice it is worest I never eat this kind of food totally over over over cook meet I am not happy I will give 5 but is not there,1
Quantity is less than 1 serve,1
it can be more spicy,1
I food chicken curry and they have delivered egg curry,0
dish is something else,1
but less in quantity,1
Location was nt traced on tym,1
nicethanks,1
I found stlokojas in food,1
"Try out the Andhra Styled Chilli Chicken with Rice Dal fry with Kerala Parota 
Its a regular eatery in Maruthinagar nothing flasy about the decor Service is OK",0
I didnt receive the order,1
quantity wise very less,1
Mouthwatering taste,1
taste need to be improve,1
the order was never confirmed,0
"order took 35 hours to reach and also the poor was not blokojaless just lokoja leg piece in it
 it was really shocking that order was packed under swiggy wrap and I felt it was not the same order in fact some rerestaurantment order was shipped",0
Please order food in some other restaurant thats all I can tell,1
food an egg thali There is no egg chilli no papad no pickle All I have is rice dal and curry with half egg,0
Non veg sent in vegetarian food NEVER ORDER FROM HERE,1
fried rice is very spicy it not fried rice what I taught I will get its very spicy,1
food is fast recived and tasted i like egg noddles,1
not what we expected,0
The restaurant should improve on the portion size,1
Not to the expectation,1
I never got the rerestaurantment order,1
quantity of rice was less,1
burger was looking like 2 days old and the oreo shake was not nothing but a oreo water,1
give more Sause and tissues,1
Several days ago I order the thai chili beef menu it is very spicy but I love spicy food  just make sure you order proper drink before eating this meal,1
requested water bottle but never received,1
Super awesome restaurant for mouth watering kulfi They have a wide variety of kulfis at a very nominal rate A definite visit when the weather is pretty hot,1
Different flavors of kulfi you can find here Been here many times Truly made for ice cream or kulfi lovers After 600 pm you can find this restaurant little crowdy,1
Yummy kulfies we tried rabri kulfikesar badam and pista kulfiI loved d rabri kulfiYou can have it on stick or in a potsticks r okay for kulfiesprices are okayish Overall worth a visit,1
"Just at the starting of the BTM stretch beside Rolls on wheels this kulfi outlet serves a variety of the milk ice creams we all lovelokoja can find flavours ranging from basic Pista mango to seasonal flavours like guava custard apple etcSpecial mention about the strawberry dry fruits kulfis also available as family packs
The outlet is simple and sober with clean interiors Pictures of Kulfis and menus attract lot of customers as I have seen people getting in just after looking at the signs with no previous intentions of having Kulfi

Final Summation Have a Kulfi instead of having Over Priced Ice Creams if you are in and around BTM

Thumbs up",1
"Was looking for something cool and soothing on a hot summer evening in BTM and a friend suggested Kulfi and More Located at the busy 7th Main and 7th cross junction this restaurant is part of the Kulfi and More chain few other outlets in the Services and other cities

It is a small restaurant Kulfi restaurant with no fancy seating and all On a weekend it can be very crowded

Menu has plain Kulfis flavouring lokojas and lokojas with a twist I tried the Rabdi Falooda Kulfi which has a fruity syrup on the top This lokoja of the most popular item on the menu I also tried the strawberry lassi which was refreshing Most of the items on the menu are reasonably priced and abosolute value for mlokojay

Must try Kulfi restaurant if you are in this locality or passing through this area",1
You enter a huge hall that looks like a space in a haveli with ample seating I food a Dal roti full thali that consisted of rotis lokoja gravy subji which was chole and lokoja dry subji which was cabbage Rice Raita and Salad Perfectly cooked with homely flavors Im sure youd feel full and satisfied I suggest they dont charge extra for a little bit of extra subji or dal People have different ways of eating I wont say its reasonable unless it was unlimited but yes i would definitely recommend it for the taste Very homely and very tasty,1
food was tasty but lokoja small change reduce the oil in curry,0
on time,1
completely Desi food of home made quality and meeting the standard of healthy quality food I love It and enjoy taking it,1
awesome taste start using box instead of plastic,1
"I use to like this restaurant a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff",1
A simple pocketfriendly restaurant with a decent ambiance This restaurant has a regular chainasta wala feel but once you try the food here youll definitely be satisfied with the quality of the same Malai kofta paneer manchurian kadhai paneer and sweet lassi are my fav items here Youll get nice fulka here,1
Cannot deliver to my restaurant but giving me n option dat it will deliver d guy was like we cannot deliver to deliver minimum order value should be this dat etc,1
The dal makhni is amazing and So is the pepper dry mushrooms and chilli panneer I have had the jeera rice and mutter pulav would rate it just average or maybe below average And very very pocket friendly,1
First of all the pricing is very very reasonable Second of all tastes almost like home made Third of all what are you still waiting for Order some food already,1
Looking for workday meal By meal I mean 3 sabjis dal roti pulao raita and sweets Yes its a full meal for 140 no tax Too much to eat Theres a normal and mini meal too,1
When youre in no mood to cook and have simple food in mind look no further Order atleast twice a week from here and always get what we expect from this restaurant Never actually been to the restaurant itself so no comments on the ambience Like their parathas and lassi,1
